post_id,user_id,account_type,post_date,likes,comments,shares,content_type
619,187,creator,2023-03-26,0,12,2,photo
620,19,creator,2023-03-13,25,6,3,video
621,177,business,2023-02-24,29,10,1,carousel
622,100,business,2023-02-16,32,6,2,video
623,140,personal,2023-08-26,9,7,4,photo
624,189,personal,2023-04-14,10,7,1,photo
625,147,personal,2023-07-29,40,10,4,video
626,76,personal,2023-02-11,40,9,3,video
627,9,personal,2023-11-12,4,10,3,photo
628,199,personal,2023-09-25,0,6,1,video
629,28,personal,2023-09-20,16,4,4,carousel
630,128,business,2023-12-02,31,0,3,photo
631,52,creator,2023-12-31,33,13,0,video
632,83,personal,2023-09-16,40,6,4,photo
633,111,personal,2023-10-10,28,1,1,photo
634,144,business,2023-04-24,13,5,1,photo
635,117,personal,2023-12-29,4,1,3,photo
636,69,business,2023-02-09,20,0,1,video
637,99,personal,2023-08-08,20,6,5,photo
638,140,personal,2023-05-09,34,1,5,photo
639,25,creator,2023-01-08,11,6,4,photo
640,180,personal,2023-04-11,25,10,1,photo
641,123,personal,2023-06-25,18,4,4,photo
642,53,business,2023-04-17,16,4,1,video
643,151,personal,2023-04-11,6,6,2,photo
644,144,personal,2023-09-17,25,0,2,video
645,57,creator,2023-09-03,39,12,1,video
646,39,personal,2023-10-02,4,2,5,photo
647,109,business,2023-02-01,30,3,1,video
648,181,personal,2023-05-17,13,8,4,photo
649,42,personal,2023-01-12,3,3,5,photo
650,186,personal,2023-10-29,22,9,2,photo
651,167,personal,2023-01-16,19,4,1,photo
652,142,creator,2023-05-09,14,11,2,photo
653,122,creator,2023-03-04,28,8,2,video
654,133,personal,2023-04-19,7,0,3,photo
655,163,business,2023-01-21,50,8,4,video
656,75,personal,2023-06-07,18,3,2,photo
657,146,personal,2023-09-26,38,8,5,video
658,76,personal,2023-06-11,27,5,4,photo
659,9,personal,2023-09-17,26,0,1,photo
660,74,personal,2023-04-12,3,2,1,photo
661,186,business,2023-08-11,24,10,2,photo
662,145,personal,2023-02-28,34,1,3,photo
663,7,personal,2023-09-04,36,8,3,video
664,174,personal,2023-05-08,0,0,2,photo
665,141,personal,2023-10-10,2,8,4,video
666,168,business,2023-11-21,33,8,3,video
667,170,personal,2023-01-25,26,7,4,video
668,137,personal,2023-05-11,39,7,4,photo
669,178,personal,2023-12-19,35,10,3,photo
670,27,personal,2023-07-15,33,0,1,carousel
671,122,personal,2023-10-08,28,10,3,video
672,194,personal,2023-06-03,23,7,4,photo
673,5,business,2023-05-13,33,9,2,photo
674,29,business,2023-08-15,13,2,3,photo
675,165,personal,2023-07-08,2,10,5,photo
676,166,personal,2023-09-22,33,6,1,video
677,83,personal,2023-05-14,22,10,5,photo
678,136,personal,2023-07-30,22,0,2,photo
679,109,personal,2023-03-01,4,0,3,photo
680,65,personal,2023-12-30,30,9,2,photo
681,86,personal,2023-12-30,40,4,3,video
682,145,personal,2023-08-01,5,4,5,video
683,71,personal,2023-08-04,36,7,4,photo
684,45,personal,2023-08-14,9,6,4,video
685,132,personal,2023-05-11,39,7,3,photo
686,36,personal,2023-03-17,6,5,4,photo
687,70,personal,2023-10-13,38,5,5,photo
688,159,business,2023-10-04,47,1,3,photo
689,19,personal,2023-06-05,20,5,5,photo
690,189,creator,2023-09-05,19,9,1,photo
691,108,personal,2023-08-06,2,2,5,video
692,182,business,2023-07-09,31,5,0,photo
693,167,personal,2023-06-12,3,7,1,video
694,91,business,2023-06-29,37,8,0,photo
695,90,business,2023-02-03,21,0,2,carousel
696,19,personal,2023-02-10,37,2,3,video
697,39,personal,2023-11-03,35,2,3,photo
698,126,personal,2023-12-04,40,10,5,video
699,195,personal,2023-11-10,4,7,3,photo
700,173,personal,2023-03-16,12,0,2,video
701,141,personal,2023-10-06,22,4,1,photo
702,126,personal,2023-06-25,29,2,5,video
703,58,personal,2023-05-30,36,1,1,video
704,148,business,2023-09-30,34,7,2,photo
705,200,personal,2023-11-21,26,2,5,photo
706,61,creator,2023-04-18,13,11,3,video
707,127,personal,2023-05-19,35,10,2,photo
708,105,personal,2023-12-16,38,0,3,photo
709,167,personal,2023-09-28,15,5,3,photo
710,1,personal,2023-12-13,21,2,2,photo
711,131,business,2023-10-16,30,7,1,carousel
712,92,personal,2023-07-31,20,5,4,photo
713,190,business,2023-09-29,17,1,2,photo
714,191,personal,2023-03-07,15,5,3,video
715,113,personal,2023-09-05,30,6,1,video
716,153,personal,2023-06-05,9,4,5,photo
717,56,personal,2023-02-16,31,2,5,photo
718,161,personal,2023-07-20,33,3,1,carousel
719,166,personal,2023-05-28,8,3,5,video
720,117,personal,2023-05-04,16,5,2,photo
721,134,personal,2023-01-01,10,9,5,photo
722,58,personal,2023-09-04,31,0,5,photo
723,44,personal,2023-12-09,9,10,1,photo
724,173,personal,2023-05-08,21,3,4,photo
725,160,personal,2023-07-10,16,9,5,video
726,173,personal,2023-03-08,3,3,5,photo
727,61,personal,2023-01-04,24,9,4,video
728,47,personal,2023-10-30,20,0,1,photo
729,149,personal,2023-10-21,36,8,4,video
730,80,personal,2023-05-23,37,3,1,video
731,118,business,2023-07-10,10,6,1,photo
732,164,personal,2023-01-21,24,2,1,photo
733,147,personal,2023-08-15,35,9,2,photo
734,20,personal,2023-11-09,16,2,2,video
735,185,personal,2023-04-27,40,7,1,video
736,146,personal,2023-10-29,23,7,3,photo
737,47,personal,2023-05-22,1,10,1,photo
738,49,business,2023-02-08,49,0,4,photo
739,14,personal,2023-12-21,14,9,5,video
740,143,personal,2023-09-09,31,1,3,photo
741,159,personal,2023-11-29,38,7,2,photo
742,1,personal,2023-07-26,5,0,3,photo
743,117,personal,2023-07-29,0,7,5,photo
744,54,personal,2023-04-25,22,7,3,video
745,118,personal,2023-08-13,38,1,1,photo
746,3,creator,2023-05-14,16,8,2,video
747,144,personal,2023-09-08,33,5,2,photo
748,185,personal,2023-08-07,40,10,1,photo
749,12,personal,2023-04-01,28,8,4,video
750,74,personal,2023-12-20,8,7,5,carousel
751,16,personal,2023-02-15,12,7,5,video
752,200,personal,2023-02-07,5,6,3,photo
753,102,business,2023-05-22,15,8,0,photo
754,152,business,2023-04-10,29,1,3,video
755,156,personal,2023-11-24,2,2,1,photo
756,117,business,2023-07-09,26,9,4,photo
757,8,personal,2023-02-04,11,7,1,video
758,122,personal,2023-05-27,0,5,4,video
759,92,personal,2023-01-30,16,9,3,carousel
760,164,creator,2023-11-30,2,13,1,carousel
761,90,personal,2023-03-25,25,9,1,video
762,136,personal,2023-10-08,14,3,2,photo
763,186,personal,2023-12-10,35,7,5,photo
764,60,personal,2023-09-27,31,9,3,photo
765,178,personal,2023-06-03,31,2,3,photo
766,28,personal,2023-04-12,3,2,1,photo
767,101,personal,2023-08-03,17,7,3,photo
768,41,personal,2023-05-30,18,4,1,photo
769,192,personal,2023-03-24,34,2,1,photo
770,155,personal,2023-04-20,39,9,2,photo
771,191,personal,2023-10-02,13,10,3,photo
772,145,personal,2023-07-20,32,0,1,photo
773,161,personal,2023-10-11,13,2,2,video
774,157,personal,2023-06-22,33,8,4,photo
775,141,personal,2023-11-23,3,4,2,photo
776,46,creator,2023-07-25,23,14,1,video
777,35,personal,2023-03-04,28,1,1,photo
778,134,personal,2023-03-14,18,6,5,photo
779,82,personal,2023-09-08,5,1,5,photo
780,115,personal,2023-05-04,32,3,5,photo
781,197,personal,2023-05-01,39,6,2,carousel
782,47,personal,2023-10-02,18,3,1,photo
783,153,personal,2023-04-30,0,6,3,video
784,194,personal,2023-11-13,4,6,2,photo
785,10,creator,2023-06-13,26,5,1,photo
786,56,business,2023-10-13,25,5,0,photo
787,30,personal,2023-09-22,5,8,4,photo
788,109,personal,2023-11-16,39,1,2,photo
789,5,business,2023-06-10,22,2,3,photo
790,119,personal,2023-11-04,34,9,4,photo
791,33,personal,2023-03-30,18,4,5,video
792,118,creator,2023-05-22,11,13,0,photo
793,65,personal,2023-07-22,15,3,4,video
794,146,personal,2023-11-05,9,0,1,video
795,177,creator,2023-08-15,24,8,4,photo
796,11,personal,2023-11-30,19,5,1,photo
797,85,personal,2023-08-10,30,4,2,photo
798,26,personal,2023-02-10,3,0,4,video
799,63,business,2023-07-15,32,3,0,photo
800,86,business,2023-03-09,11,5,2,video
801,59,business,2023-09-21,31,9,0,photo
802,27,personal,2023-01-02,36,9,4,video
803,177,business,2023-12-27,17,3,4,photo
804,161,creator,2023-05-05,6,13,4,video
805,98,personal,2023-04-20,13,4,4,photo
806,105,creator,2023-03-27,2,12,1,photo
807,99,business,2023-04-30,25,8,1,photo
808,129,personal,2023-05-07,18,9,5,photo
809,149,personal,2023-09-12,17,4,5,carousel
810,55,personal,2023-07-02,15,5,4,photo
811,6,personal,2023-01-16,7,0,2,photo
812,197,personal,2023-03-03,32,10,5,photo
813,95,personal,2023-06-07,11,6,2,photo
814,133,business,2023-09-25,20,3,4,photo
815,102,creator,2023-02-04,4,15,0,video
816,3,business,2023-09-24,36,1,2,photo
817,181,personal,2023-03-05,11,4,1,carousel
818,23,personal,2023-02-19,16,2,5,photo
819,53,personal,2023-09-12,5,5,3,photo
820,165,personal,2023-05-29,32,7,3,video
821,83,business,2023-11-21,14,6,4,video
822,145,creator,2023-10-31,27,7,4,photo
823,85,personal,2023-10-03,13,7,2,video
824,78,creator,2023-12-23,4,6,4,photo
825,110,business,2023-06-21,42,9,3,photo
826,1,personal,2023-07-20,40,8,5,video
827,51,business,2023-11-20,28,3,3,photo
828,173,personal,2023-02-04,21,0,5,photo
829,4,personal,2023-08-04,4,7,2,video
830,190,personal,2023-03-06,1,6,4,carousel
831,193,personal,2023-01-08,29,10,1,photo
832,113,personal,2023-10-28,38,4,4,photo
833,32,personal,2023-12-09,3,9,2,photo
834,34,personal,2023-11-28,32,4,4,carousel
835,92,personal,2023-03-17,12,6,5,video
836,95,personal,2023-06-23,19,4,5,photo
837,72,personal,2023-02-16,6,7,2,photo
838,39,personal,2023-01-15,14,10,3,photo
839,154,personal,2023-12-27,22,5,5,video
840,162,personal,2023-05-27,13,4,1,video
841,182,personal,2023-01-26,22,8,2,video
842,118,personal,2023-11-04,18,10,4,carousel
843,3,personal,2023-04-03,28,1,4,photo
844,123,business,2023-08-20,29,0,0,photo
845,50,personal,2023-01-21,28,7,5,photo
846,12,personal,2023-11-03,23,2,2,photo
847,193,creator,2023-02-07,17,15,0,photo
848,54,business,2023-10-03,19,6,4,photo
849,133,creator,2023-06-06,40,14,1,video
850,57,business,2023-06-28,17,10,3,video
851,145,personal,2023-05-12,25,7,2,photo
852,112,personal,2023-11-07,28,5,3,photo
853,47,personal,2023-12-14,9,9,2,photo
854,151,personal,2023-01-28,16,8,3,video
855,85,personal,2023-09-17,1,6,2,video
856,142,personal,2023-03-17,5,9,3,photo
857,66,personal,2023-03-08,4,4,4,photo
858,75,business,2023-12-08,37,7,4,photo
859,179,business,2023-07-13,50,1,2,photo
860,103,personal,2023-06-11,4,6,3,photo
861,166,business,2023-12-13,27,3,3,video
862,192,personal,2023-12-27,25,8,3,video
863,38,business,2023-09-14,29,0,0,photo
864,50,personal,2023-03-13,40,6,4,video
865,98,creator,2023-03-28,26,10,0,carousel
866,82,personal,2023-09-19,11,7,4,photo
867,30,personal,2023-08-02,6,4,3,photo
868,79,personal,2023-06-02,2,0,1,carousel
869,91,personal,2023-07-29,9,0,3,photo
870,179,personal,2023-03-02,33,8,4,carousel
871,191,personal,2023-09-25,24,9,3,carousel
872,52,personal,2023-09-19,34,5,1,video
873,166,personal,2023-08-06,15,9,1,video
874,79,personal,2023-10-10,1,4,3,video
875,30,creator,2023-05-16,23,5,1,video
876,106,personal,2023-12-28,9,5,4,photo
877,51,personal,2023-04-03,37,5,4,photo
878,81,personal,2023-04-19,21,2,3,photo
879,133,business,2023-08-29,35,7,1,video
880,29,personal,2023-12-21,38,0,1,photo
881,132,creator,2023-05-22,26,5,4,photo
882,138,business,2023-10-18,38,5,4,photo
883,184,personal,2023-08-25,37,9,3,video
884,145,personal,2023-12-06,19,0,2,carousel
885,74,business,2023-11-08,36,5,1,carousel
886,17,business,2023-06-26,50,0,3,photo
887,84,personal,2023-05-21,19,5,1,video
888,69,personal,2023-07-08,18,2,2,video
889,34,business,2023-02-18,29,7,4,photo
890,6,personal,2023-10-29,34,5,1,photo
891,53,creator,2023-07-09,1,15,0,photo
892,194,personal,2023-05-16,29,0,3,carousel
893,126,personal,2023-02-12,33,4,2,photo
894,43,business,2023-12-19,31,7,2,photo
895,115,personal,2023-03-31,2,2,2,video
896,111,personal,2023-10-22,5,5,4,photo
897,151,personal,2023-12-07,14,4,3,photo
898,183,personal,2023-09-02,26,5,3,video
899,80,personal,2023-07-11,9,9,5,photo
900,95,personal,2023-11-14,8,0,3,video
901,118,personal,2023-04-16,32,6,2,photo
902,144,business,2023-12-29,41,8,4,video
903,8,personal,2023-11-06,5,1,3,video
904,132,personal,2023-08-21,40,9,3,photo
905,104,personal,2023-09-22,35,4,4,photo
906,132,creator,2023-12-10,1,14,2,video
907,184,business,2023-02-06,38,3,0,video
908,25,personal,2023-11-01,3,5,5,video
909,195,personal,2023-02-10,0,5,1,video
910,96,personal,2023-01-17,18,10,5,photo
911,195,business,2023-12-10,35,1,3,photo
912,155,business,2023-10-04,34,1,2,carousel
913,93,personal,2023-11-03,9,3,3,photo
914,160,business,2023-02-28,24,0,2,photo
915,178,business,2023-07-02,31,8,4,photo
916,61,personal,2023-02-10,20,6,3,photo
917,122,personal,2023-02-08,21,6,1,photo
918,51,personal,2023-07-11,35,2,3,carousel
919,147,personal,2023-09-24,33,10,4,photo
920,21,business,2023-05-27,39,2,0,photo
921,5,personal,2023-11-29,24,0,3,carousel
922,92,personal,2023-05-07,27,2,3,carousel
923,170,personal,2023-02-15,0,2,2,photo
924,61,personal,2023-02-14,3,3,5,photo
925,22,personal,2023-01-01,6,3,1,video
926,149,personal,2023-06-17,8,2,2,video
927,70,personal,2023-04-18,35,9,4,video
928,1,personal,2023-01-19,18,7,5,video
929,133,personal,2023-11-28,0,7,1,video
930,12,personal,2023-03-13,9,0,3,photo
931,90,personal,2023-04-19,35,6,1,video
932,46,personal,2023-09-25,8,10,3,photo
933,34,personal,2023-08-28,31,1,5,video
934,177,personal,2023-10-28,31,0,3,video
935,78,personal,2023-03-31,5,2,4,photo
936,45,personal,2023-04-13,37,3,3,photo
937,155,business,2023-09-07,26,5,3,photo
938,73,personal,2023-01-08,9,9,5,photo
939,26,personal,2023-06-02,26,4,5,video
940,47,business,2023-12-13,44,3,0,photo
941,121,personal,2023-06-23,20,7,4,video
942,56,personal,2023-12-09,24,10,4,photo
943,94,creator,2023-06-07,27,8,1,video
944,107,business,2023-08-03,24,9,1,video
945,63,personal,2023-06-26,3,1,2,video
946,48,personal,2023-06-24,28,2,3,photo
947,61,personal,2023-12-06,8,5,2,carousel
948,81,personal,2023-12-04,26,7,4,photo
949,26,personal,2023-05-26,25,7,3,photo
950,36,personal,2023-11-20,18,10,5,photo
951,1,personal,2023-06-10,27,8,1,photo
952,8,personal,2023-05-07,16,6,2,carousel
953,113,business,2023-03-23,50,1,4,photo
954,99,personal,2023-05-27,19,7,4,video
955,180,personal,2023-08-27,39,6,1,video
956,47,personal,2023-03-25,38,7,5,photo
957,127,personal,2023-04-23,22,2,1,video
958,56,personal,2023-08-13,31,6,2,photo
959,14,personal,2023-11-28,32,9,4,photo
960,28,personal,2023-08-31,4,8,1,photo
961,78,personal,2023-05-23,33,2,5,carousel
962,130,personal,2023-02-10,39,9,2,carousel
963,109,personal,2023-09-15,10,5,2,photo
964,154,personal,2023-10-12,2,1,5,photo
965,14,personal,2023-04-15,32,1,5,video
966,187,creator,2023-07-21,10,9,0,photo
967,56,personal,2023-11-03,15,4,3,video
968,115,personal,2023-11-27,17,6,2,photo
969,7,personal,2023-09-23,29,1,1,photo
970,3,personal,2023-07-29,9,10,5,video
971,111,creator,2023-02-20,17,11,0,photo
972,151,personal,2023-04-28,37,4,5,carousel
973,107,business,2023-07-20,28,5,3,carousel
974,18,personal,2023-02-08,35,7,5,photo
975,38,personal,2023-01-28,12,9,5,photo
976,115,personal,2023-09-16,2,3,5,carousel
977,15,business,2023-03-25,19,6,2,carousel
978,192,personal,2023-06-04,37,5,5,photo
979,119,personal,2023-04-27,0,9,2,video
980,28,creator,2023-01-02,26,6,1,photo
981,39,personal,2023-04-03,7,7,1,photo
982,185,personal,2023-06-15,16,9,3,video
983,17,personal,2023-12-16,8,8,1,photo
984,86,creator,2023-10-23,5,9,1,carousel
985,126,personal,2023-09-15,24,9,2,photo
986,44,business,2023-03-22,48,3,3,video
987,25,business,2023-09-25,37,5,4,photo
988,145,personal,2023-08-23,32,7,2,photo
989,13,personal,2023-11-17,36,10,1,video
990,25,personal,2023-11-07,8,2,1,photo
991,68,personal,2023-10-28,17,9,5,photo
992,138,business,2023-12-23,30,10,4,photo
993,67,business,2023-08-01,11,10,3,photo
994,109,personal,2023-03-03,37,0,3,video
995,146,personal,2023-02-18,39,3,1,photo
996,111,personal,2023-05-07,35,3,5,photo
997,111,personal,2023-08-11,36,0,1,photo
998,34,personal,2023-10-06,14,8,5,photo
999,111,personal,2023-10-21,27,2,2,photo
1000,8,personal,2023-10-11,17,4,1,photo
