loan_id,customer_id,loan_amount,loan_type,approved,application_date
744,106,43923,personal,True,2023-10-03
745,307,40368,business,False,2023-08-28
746,28,34884,auto,True,2023-01-04
747,250,37946,home,False,2024-12-14
748,498,5478,business,False,2023-04-16
749,286,30251,auto,False,2023-02-09
750,488,4400,personal,False,2024-07-30
751,8,34138,business,True,2024-06-30
752,475,17183,auto,True,2024-07-09
753,254,2769,business,False,2023-09-20
754,41,9625,auto,True,2024-10-23
755,493,37596,home,True,2023-10-06
756,153,19109,home,False,2024-07-30
757,59,16957,home,False,2023-12-10
758,205,40723,auto,True,2025-02-26
759,290,11508,personal,True,2024-06-27
760,167,8209,home,True,2024-04-23
761,327,26876,home,True,2023-06-13
762,372,23647,personal,False,2024-02-06
763,214,19732,personal,False,2024-04-29
764,225,25357,auto,True,2023-12-19
765,430,28445,personal,True,2024-11-03
766,294,7965,personal,False,2023-03-23
767,479,24090,personal,True,2023-09-22
768,109,5936,home,True,2023-02-11
769,417,8427,personal,True,2023-07-18
770,373,26013,auto,False,2024-01-18
771,244,1315,home,False,2023-07-26
772,278,10919,personal,True,2023-04-20
773,411,9870,personal,False,2024-10-05
774,191,38544,business,False,2024-03-05
775,155,41058,auto,True,2025-01-12
776,21,14809,personal,True,2023-03-13
777,437,11190,home,False,2024-02-12
778,163,39773,home,True,2024-09-27
779,250,37840,home,True,2024-12-09
780,47,1667,personal,True,2023-10-06
781,50,31319,personal,True,2023-04-17
782,375,8948,auto,True,2024-03-14
783,138,14441,personal,True,2024-10-16
784,111,24389,personal,True,2023-02-20
785,284,2935,personal,True,2023-05-03
786,232,18632,auto,False,2024-07-15
787,293,3174,personal,True,2024-03-06
788,169,35719,personal,False,2025-03-03
789,481,13254,home,True,2024-07-04
790,189,25878,personal,True,2023-11-20
791,51,43623,personal,True,2024-01-10
792,8,9504,auto,True,2025-02-19
793,229,15916,personal,True,2024-11-08
794,370,32620,auto,True,2024-07-01
795,442,21643,personal,True,2024-02-25
796,233,15111,personal,False,2024-01-11
797,445,41957,auto,True,2023-04-19
798,417,22927,business,False,2025-01-24
799,19,8843,personal,False,2024-05-05
800,30,20167,auto,False,2024-09-27
